experiment_id,desired_scenario,description,candidate_scenario,adaptive_behavior,given_similarity,when_similarity,then_similarity,given_parametric_similarity,given_structural_similarity,given_structural_penalty,given_shared_params,given_missing_in_candidate,given_extra_in_candidate,when_parametric_similarity,when_structural_penalty,then_parametric_similarity,then_structural_penalty,final_similarity
R_H05_C06_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F04,H05/C06/F04,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F04,H05/C06/F04,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C06_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F05,H05/C06/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.4583333333333333,1.0,1.0,0.4583333333333333,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.8194444444444443
R_H05_C06_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F05,H05/C06/F05,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C06_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F05,H05/C06/F05,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C06_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F05,H05/C06/F05,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C06_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F05,H05/C06/F05,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F05,H05/C06/F05,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F05,H05/C06/F05,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C06_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F06,H05/C06/F06,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.39166666666666666,1.0,1.0,0.39166666666666666,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.7972222222222222
R_H05_C06_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F06,H05/C06/F06,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C06_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F06,H05/C06/F06,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C06_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F06,H05/C06/F06,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C06_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F06,H05/C06/F06,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F06,H05/C06/F06,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F06,H05/C06/F06,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C06_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F07,H05/C06/F07,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.25833333333333336,1.0,1.0,0.25833333333333336,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.7527777777777778
R_H05_C06_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F07,H05/C06/F07,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C06_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F07,H05/C06/F07,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C06_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F07,H05/C06/F07,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C06_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F07,H05/C06/F07,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F07,H05/C06/F07,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F07,H05/C06/F07,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C06_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F08,H05/C06/F08,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.13916666666666666,1.0,1.0,0.13916666666666666,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.7130555555555556
R_H05_C06_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F08,H05/C06/F08,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C06_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F08,H05/C06/F08,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C06_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F08,H05/C06/F08,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C06_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F08,H05/C06/F08,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F08,H05/C06/F08,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F08,H05/C06/F08,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C06_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F09,H05/C06/F09,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.125,1.0,1.0,0.125,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.7083333333333334
R_H05_C06_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F09,H05/C06/F09,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C06_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F09,H05/C06/F09,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C06_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F09,H05/C06/F09,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C06_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F09,H05/C06/F09,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F09,H05/C06/F09,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F09,H05/C06/F09,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C06_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F10,H05/C06/F10,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.125,1.0,1.0,0.125,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.7083333333333334
R_H05_C06_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F10,H05/C06/F10,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C06_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F10,H05/C06/F10,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C06_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F10,H05/C06/F10,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C06_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F10,H05/C06/F10,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F10,H05/C06/F10,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C06_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F10,H05/C06/F10,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C07_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F01,H05/C07/F01,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.20833333333333334,1.0,1.0,0.20833333333333334,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.736111111111111
R_H05_C07_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F01,H05/C07/F01,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C07_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F01,H05/C07/F01,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C07_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F01,H05/C07/F01,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C07_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F01,H05/C07/F01,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F01,H05/C07/F01,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F01,H05/C07/F01,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C07_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F02,H05/C07/F02,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.375,1.0,1.0,0.375,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.7916666666666666
R_H05_C07_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F02,H05/C07/F02,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C07_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F02,H05/C07/F02,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C07_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F02,H05/C07/F02,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C07_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F02,H05/C07/F02,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F02,H05/C07/F02,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F02,H05/C07/F02,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C07_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F03,H05/C07/F03,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.3875,1.0,1.0,0.3875,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.7958333333333334
R_H05_C07_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F03,H05/C07/F03,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C07_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F03,H05/C07/F03,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C07_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F03,H05/C07/F03,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C07_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F03,H05/C07/F03,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F03,H05/C07/F03,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F03,H05/C07/F03,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C07_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F04,H05/C07/F04,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.39999999999999997,1.0,1.0,0.39999999999999997,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.7999999999999999
R_H05_C07_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F04,H05/C07/F04,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C07_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F04,H05/C07/F04,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C07_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F04,H05/C07/F04,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C07_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F04,H05/C07/F04,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F04,H05/C07/F04,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F04,H05/C07/F04,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0,1.0,0,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,vacuum_level;ambient_temperature,1.0,0.0,0.0,1.0,0.3333333333333333
R_H05_C07_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F05,H05/C07/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.4583333333333333,1.0,1.0,0.4583333333333333,1.0,0.0,object_lift_height_cm;finger_contacts;lateral_friction,,,1.0,0.0,1.0,0.0,0.8194444444444443
R_H05_C07_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F05,H05/C07/F05,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0,1.0,1.0,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,1.0,0.0,0.6666666666666666
R_H05_C07_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F05,H05/C07/F05,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0,1.0,0.9523809523809523,0.1875,0.6451612903225806,0.3548387096774194,object_lift_height_cm;finger_contacts,lateral_friction,objects_object_1_mass;joint_torque,1.0,0.0,1.0,0.04761904761904767,0.6507936507936508
R_H05_C07_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F05,H05/C07/F05,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0,1.0,0.5040957894736842,0.1875,0.6896551724137931,0.31034482758620685,object_lift_height_cm;finger_contacts,lateral_friction,,1.0,0.0,0.97778,0.4736842105263158,0.5013652631578948
R_H05_C07_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F05,H05/C07/F05,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0,1.0,0.5,0.375,0.3448275862068966,0.6551724137931034,object_lift_height_cm,finger_contacts;lateral_friction,grip_pressure,1.0,0.0,1.0,0.5,0.5
R_H05_C07_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F05,H05/C07/F05,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0,1.0,0.5,0.0,0.0,1.0,,object_lift_height_cm;finger_contacts;lateral_friction,joint_torque;motor_temperature,1.0,0.0,1.0,0.5,0.5
