desired_scenario,given,category,height_op,height_value,contacts_op,contacts_value,friction_op,friction_value,top1_candidate_name,top1_is_reference,is_exact_tie_at_top,margin_signed
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C04_F05,object_lift_height_cm < 25 AND finger_contacts < 4 AND lateral_friction <= 0.400,Threshold-only,<,25.0,<,4.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.17520772030651344
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C04_F06,object_lift_height_cm < 25 AND finger_contacts < 4 AND lateral_friction <= 0.500,Threshold-only,<,25.0,<,4.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.15298549808429118
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C04_F07,object_lift_height_cm < 25 AND finger_contacts < 4 AND lateral_friction <= 1.000,Threshold-only,<,25.0,<,4.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.10854105363984679
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C04_F08,object_lift_height_cm < 25 AND finger_contacts < 4 AND lateral_friction >= 0.315,Combined,<,25.0,<,4.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.06881883141762457
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C04_F09,object_lift_height_cm < 25 AND finger_contacts < 4 AND lateral_friction >= 0.500,Combined,<,25.0,<,4.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.06409660919540228
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C04_F10,object_lift_height_cm < 25 AND finger_contacts < 4 AND lateral_friction >= 1.000,Combined,<,25.0,<,4.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.06409660919540228
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F01,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction <= 0.100,Threshold-only,<,25.0,<,5.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.09650383141762453
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F02,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction <= 0.300,Threshold-only,<,25.0,<,5.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.1520593869731799
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F03,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction <= 0.315,Threshold-only,<,25.0,<,5.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.15622605363984665
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F04,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction <= 0.330,Threshold-only,<,25.0,<,5.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.16039272030651341
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F05,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction <= 0.400,Threshold-only,<,25.0,<,5.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.1798371647509578
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F06,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction <= 0.500,Threshold-only,<,25.0,<,5.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.15761494252873565
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F07,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction <= 1.000,Threshold-only,<,25.0,<,5.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.11317049808429114
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F08,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction >= 0.315,Combined,<,25.0,<,5.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.07344827586206892
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F09,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction >= 0.500,Combined,<,25.0,<,5.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.06872605363984663
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C05_F10,object_lift_height_cm < 25 AND finger_contacts < 5 AND lateral_friction >= 1.000,Combined,<,25.0,<,5.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.06872605363984663
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F01,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction <= 0.100,Combined,<,25.0,>=,1.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.06944444444444442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F02,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction <= 0.300,Combined,<,25.0,>=,1.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.125
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F03,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction <= 0.315,Combined,<,25.0,>=,1.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.12916666666666676
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F04,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction <= 0.330,Combined,<,25.0,>=,1.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1333333333333333
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F05,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction <= 0.400,Combined,<,25.0,>=,1.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15277777777777768
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F06,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction <= 0.500,Combined,<,25.0,>=,1.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13055555555555554
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F07,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction <= 1.000,Combined,<,25.0,>=,1.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.08611111111111114
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F08,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction >= 0.315,Combined,<,25.0,>=,1.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.046388888888888924
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F09,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction >= 0.500,Combined,<,25.0,>=,1.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C06_F10,object_lift_height_cm < 25 AND finger_contacts >= 1 AND lateral_friction >= 1.000,Combined,<,25.0,>=,1.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F01,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction <= 0.100,Combined,<,25.0,>=,2.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.06944444444444442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F02,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction <= 0.300,Combined,<,25.0,>=,2.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.125
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F03,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction <= 0.315,Combined,<,25.0,>=,2.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.12916666666666676
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F04,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction <= 0.330,Combined,<,25.0,>=,2.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1333333333333333
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F05,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction <= 0.400,Combined,<,25.0,>=,2.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15277777777777768
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F06,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction <= 0.500,Combined,<,25.0,>=,2.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13055555555555554
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F07,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction <= 1.000,Combined,<,25.0,>=,2.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.08611111111111114
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F08,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction >= 0.315,Combined,<,25.0,>=,2.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.046388888888888924
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F09,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction >= 0.500,Combined,<,25.0,>=,2.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C07_F10,object_lift_height_cm < 25 AND finger_contacts >= 2 AND lateral_friction >= 1.000,Combined,<,25.0,>=,2.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F01,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction <= 0.100,Combined,<,25.0,>=,3.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.06944444444444442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F02,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction <= 0.300,Combined,<,25.0,>=,3.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.125
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F03,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction <= 0.315,Combined,<,25.0,>=,3.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.12916666666666676
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F04,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction <= 0.330,Combined,<,25.0,>=,3.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1333333333333333
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F05,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction <= 0.400,Combined,<,25.0,>=,3.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15277777777777768
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F06,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction <= 0.500,Combined,<,25.0,>=,3.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13055555555555554
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F07,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction <= 1.000,Combined,<,25.0,>=,3.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.08611111111111114
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F08,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction >= 0.315,Combined,<,25.0,>=,3.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.046388888888888924
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F09,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction >= 0.500,Combined,<,25.0,>=,3.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C08_F10,object_lift_height_cm < 25 AND finger_contacts >= 3 AND lateral_friction >= 1.000,Combined,<,25.0,>=,3.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F01,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction <= 0.100,Combined,<,25.0,>=,4.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.06944444444444442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F02,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction <= 0.300,Combined,<,25.0,>=,4.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.125
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F03,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction <= 0.315,Combined,<,25.0,>=,4.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.12916666666666676
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F04,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction <= 0.330,Combined,<,25.0,>=,4.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1333333333333333
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F05,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction <= 0.400,Combined,<,25.0,>=,4.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15277777777777768
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F06,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction <= 0.500,Combined,<,25.0,>=,4.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13055555555555554
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F07,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction <= 1.000,Combined,<,25.0,>=,4.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.08611111111111114
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F08,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction >= 0.315,Combined,<,25.0,>=,4.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.046388888888888924
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F09,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction >= 0.500,Combined,<,25.0,>=,4.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C09_F10,object_lift_height_cm < 25 AND finger_contacts >= 4 AND lateral_friction >= 1.000,Combined,<,25.0,>=,4.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F01,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction <= 0.100,Combined,<,25.0,>=,5.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.06944444444444442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F02,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction <= 0.300,Combined,<,25.0,>=,5.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.125
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F03,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction <= 0.315,Combined,<,25.0,>=,5.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.12916666666666676
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F04,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction <= 0.330,Combined,<,25.0,>=,5.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1333333333333333
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F05,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction <= 0.400,Combined,<,25.0,>=,5.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15277777777777768
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F06,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction <= 0.500,Combined,<,25.0,>=,5.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13055555555555554
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F07,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction <= 1.000,Combined,<,25.0,>=,5.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.08611111111111114
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F08,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction >= 0.315,Combined,<,25.0,>=,5.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.046388888888888924
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F09,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction >= 0.500,Combined,<,25.0,>=,5.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F10,object_lift_height_cm < 25 AND finger_contacts >= 5 AND lateral_friction >= 1.000,Combined,<,25.0,>=,5.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04166666666666674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F01,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction <= 0.100,Threshold-only,<,50.0,<,1.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.04818555555555548
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F02,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction <= 0.300,Threshold-only,<,50.0,<,1.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.10374111111111117
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F03,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction <= 0.315,Threshold-only,<,50.0,<,1.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.10790777777777794
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F04,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction <= 0.330,Threshold-only,<,50.0,<,1.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.11207444444444448
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F05,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction <= 0.400,Threshold-only,<,50.0,<,1.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.13151888888888885
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F06,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction <= 0.500,Threshold-only,<,50.0,<,1.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.10929666666666671
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F07,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction <= 1.000,Threshold-only,<,50.0,<,1.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.06485222222222231
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F08,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction >= 0.315,Combined,<,50.0,<,1.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.025130000000000097
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F09,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction >= 0.500,Combined,<,50.0,<,1.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.020407777777777802
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F10,object_lift_height_cm < 50 AND finger_contacts < 1 AND lateral_friction >= 1.000,Combined,<,50.0,<,1.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.020407777777777802
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F01,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction <= 0.100,Threshold-only,<,50.0,<,2.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.06546660919540215
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F02,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction <= 0.300,Threshold-only,<,50.0,<,2.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.12102216475095773
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F03,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction <= 0.315,Threshold-only,<,50.0,<,2.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.12518883141762438
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F04,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction <= 0.330,Threshold-only,<,50.0,<,2.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.12935549808429114
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F05,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction <= 0.400,Threshold-only,<,50.0,<,2.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.14879994252873552
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F06,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction <= 0.500,Threshold-only,<,50.0,<,2.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.12657772030651337
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F07,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction <= 1.000,Threshold-only,<,50.0,<,2.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.08213327586206898
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F08,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction >= 0.315,Combined,<,50.0,<,2.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.04241105363984676
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F09,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction >= 0.500,Combined,<,50.0,<,2.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.03768883141762436
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F10,object_lift_height_cm < 50 AND finger_contacts < 2 AND lateral_friction >= 1.000,Combined,<,50.0,<,2.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.03768883141762436
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F01,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction <= 0.100,Threshold-only,<,50.0,<,3.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.09324438697318005
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F02,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction <= 0.300,Threshold-only,<,50.0,<,3.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.14879994252873552
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F03,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction <= 0.315,Threshold-only,<,50.0,<,3.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.15296660919540217
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F04,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction <= 0.330,Threshold-only,<,50.0,<,3.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.15713327586206882
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F05,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction <= 0.400,Threshold-only,<,50.0,<,3.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.17657772030651342
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F06,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction <= 0.500,Threshold-only,<,50.0,<,3.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.15435549808429128
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F07,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction <= 1.000,Threshold-only,<,50.0,<,3.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.10991105363984666
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F08,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction >= 0.315,Combined,<,50.0,<,3.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.07018883141762444
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F09,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction >= 0.500,Combined,<,50.0,<,3.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.06546660919540226
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C03_F10,object_lift_height_cm < 50 AND finger_contacts < 3 AND lateral_friction >= 1.000,Combined,<,50.0,<,3.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.06546660919540226
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C04_F01,object_lift_height_cm < 50 AND finger_contacts < 4 AND lateral_friction <= 0.100,Threshold-only,<,50.0,<,4.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.0852222222222222
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C04_F02,object_lift_height_cm < 50 AND finger_contacts < 4 AND lateral_friction <= 0.300,Threshold-only,<,50.0,<,4.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.1407777777777779
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C04_F03,object_lift_height_cm < 50 AND finger_contacts < 4 AND lateral_friction <= 0.315,Threshold-only,<,50.0,<,4.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.14494444444444454
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C04_F04,object_lift_height_cm < 50 AND finger_contacts < 4 AND lateral_friction <= 0.330,Threshold-only,<,50.0,<,4.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1491111111111112
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C04_F05,object_lift_height_cm < 50 AND finger_contacts < 4 AND lateral_friction <= 0.400,Threshold-only,<,50.0,<,4.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.16855555555555557
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C04_F06,object_lift_height_cm < 50 AND finger_contacts < 4 AND lateral_friction <= 0.500,Threshold-only,<,50.0,<,4.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.14633333333333343
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C04_F07,object_lift_height_cm < 50 AND finger_contacts < 4 AND lateral_friction <= 1.000,Threshold-only,<,50.0,<,4.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.10188888888888892
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C04_F08,object_lift_height_cm < 50 AND finger_contacts < 4 AND lateral_friction >= 0.315,Combined,<,50.0,<,4.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.0621666666666667
