experiment_id,desired_scenario,rank,candidate_scenario,adaptive_behavior,final_similarity,is_reference_candidate
R_H05_C10_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F03,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H05_C10_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F04,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7999999999999999,True
R_H05_C10_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F04,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H05_C10_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F04,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H05_C10_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F04,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H05_C10_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F04,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H05_C10_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F04,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H05_C10_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F04,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H05_C10_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F05,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8194444444444443,True
R_H05_C10_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F05,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H05_C10_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F05,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H05_C10_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F05,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H05_C10_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F05,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H05_C10_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F05,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H05_C10_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F05,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H05_C10_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F06,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7972222222222222,True
R_H05_C10_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F06,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H05_C10_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F06,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H05_C10_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F06,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H05_C10_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F06,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H05_C10_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F06,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H05_C10_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F06,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H05_C10_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F07,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7527777777777778,True
R_H05_C10_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F07,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H05_C10_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F07,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H05_C10_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F07,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H05_C10_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F07,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H05_C10_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F07,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H05_C10_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F07,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H05_C10_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F08,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7130555555555556,True
R_H05_C10_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F08,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H05_C10_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F08,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H05_C10_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F08,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H05_C10_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F08,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H05_C10_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F08,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H05_C10_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F08,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H05_C10_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F09,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7083333333333334,True
R_H05_C10_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F09,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H05_C10_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F09,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H05_C10_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F09,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H05_C10_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F09,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H05_C10_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F09,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H05_C10_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F09,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H05_C10_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F10,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7083333333333334,True
R_H05_C10_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F10,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H05_C10_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F10,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H05_C10_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F10,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H05_C10_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F10,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H05_C10_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F10,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H05_C10_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H05_C10_F10,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F01,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7148522222222221,True
R_H06_C01_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F01,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F01,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F01,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F01,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F01,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F01,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F02,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7704077777777778,True
R_H06_C01_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F02,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F02,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F02,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F02,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F02,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F02,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F03,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7745744444444446,True
R_H06_C01_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F03,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F03,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F03,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F03,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F03,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F03,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F04,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7787411111111111,True
R_H06_C01_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F04,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F04,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F04,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F04,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F04,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F04,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F05,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7981855555555555,True
R_H06_C01_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F05,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F05,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F05,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F05,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F05,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F05,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F06,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7759633333333333,True
R_H06_C01_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F06,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F06,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F06,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F06,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F06,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F06,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F07,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7315188888888889,True
R_H06_C01_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F07,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F07,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F07,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F07,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F07,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F07,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F08,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.6917966666666667,True
R_H06_C01_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F08,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F08,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F08,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F08,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F08,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F08,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F09,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.6870744444444444,True
R_H06_C01_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F09,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F09,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F09,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F09,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F09,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F09,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C01_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F10,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.6870744444444444,True
R_H06_C01_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F10,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.6666666666666666,False
R_H06_C01_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F10,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.6507936507936508,False
R_H06_C01_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F10,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5013652631578948,False
R_H06_C01_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F10,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C01_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F10,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C01_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C01_F10,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C02_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F01,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8259633333333333,True
R_H06_C02_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F01,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.7604967241379311,False
R_H06_C02_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F01,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.729792414234511,False
R_H06_C02_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F01,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5951953206291591,False
R_H06_C02_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F01,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C02_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F01,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C02_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F01,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C02_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F02,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8815188888888889,True
R_H06_C02_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F02,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.7604967241379311,False
R_H06_C02_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F02,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.729792414234511,False
R_H06_C02_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F02,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5951953206291591,False
R_H06_C02_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F02,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C02_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F02,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C02_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F02,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C02_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F03,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8856855555555555,True
R_H06_C02_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F03,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.7604967241379311,False
R_H06_C02_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F03,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.729792414234511,False
R_H06_C02_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F03,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5951953206291591,False
R_H06_C02_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F03,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C02_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F03,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C02_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F03,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C02_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F04,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8898522222222223,True
R_H06_C02_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F04,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.7604967241379311,False
R_H06_C02_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F04,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.729792414234511,False
R_H06_C02_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F04,4,Lightweight Arm Lift — Height Verification Only,extend_lift_phase(),0.5951953206291591,False
R_H06_C02_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F04,5,Cobot Lift Failure — Grip Pressure,increase_grip_pressure(),0.5,False
R_H06_C02_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F04,6,Heavy Duty Arm — Motor Overload During Lift,reduce_lift_speed(),0.5,False
R_H06_C02_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F04,7,Suction Arm Lift — Vacuum Loss,emergency_vacuum_pump(),0.3333333333333333,False
R_H06_C02_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F05,1,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9092966666666666,True
R_H06_C02_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F05,2,Parallel Arm Lift — Contact Loss,reposition_and_regrip(),0.7604967241379311,False
R_H06_C02_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H06_C02_F05,3,Cobot Industrial — Incremental Heavy Part Transfer,heavy_lift(),0.729792414234511,False
